A35RGUQZRI1Q3M	2	2	112.0
A35RGUQZRI1Q3M	2	3	108.0
A1ZESF24O4IW28	2	0	103.0
A1ZESF24O4IW28	2	1	100.0
A1ZESF24O4IW28	2	2	101.0
A1ZESF24O4IW28	2	3	100.0
AGN9KSJLLFK1U	2	0	117.0
AGN9KSJLLFK1U	2	1	119.0
AGN9KSJLLFK1U	2	2	117.0
AGN9KSJLLFK1U	2	3	117.0
A1LRJ2MQD4AMES	2	0	98.0
A1LRJ2MQD4AMES	2	1	97.0
A1LRJ2MQD4AMES	2	2	98.0
A1LRJ2MQD4AMES	2	3	99.0
A1BI3WXOR5CTHQ	2	0	128.0
A1BI3WXOR5CTHQ	2	1	128.0
A1BI3WXOR5CTHQ	2	2	128.0
A1BI3WXOR5CTHQ	2	3	128.0
AMSUHCUTF1AAC	2	0	99.0
AMSUHCUTF1AAC	2	1	99.0
AMSUHCUTF1AAC	2	2	99.0
AMSUHCUTF1AAC	2	3	99.0
A1C57DJF1HCR3Q	2	0	96.0
A1C57DJF1HCR3Q	2	1	110.0
A1C57DJF1HCR3Q	2	2	112.0
A1C57DJF1HCR3Q	2	3	112.0
A3LH1VPY6T8255	4	0	117.0
A3LH1VPY6T8255	4	1	112.0
A3LH1VPY6T8255	4	2	118.0
A3LH1VPY6T8255	4	3	111.0
A35RGUQZRI1Q3M	4	0	99.0
A35RGUQZRI1Q3M	4	1	100.0
A35RGUQZRI1Q3M	4	2	102.0
A35RGUQZRI1Q3M	4	3	102.0
A1ZESF24O4IW28	4	0	103.0
A1ZESF24O4IW28	4	1	103.0
A1ZESF24O4IW28	4	2	103.0
A1ZESF24O4IW28	4	3	103.0
AGN9KSJLLFK1U	4	0	117.0
AGN9KSJLLFK1U	4	1	117.0
AGN9KSJLLFK1U	4	2	119.0
AGN9KSJLLFK1U	4	3	119.0
A1LRJ2MQD4AMES	4	0	99.0
A1LRJ2MQD4AMES	4	1	99.0
A1LRJ2MQD4AMES	4	2	99.0
A1LRJ2MQD4AMES	4	3	99.0
A1BI3WXOR5CTHQ	4	0	128.0
A1BI3WXOR5CTHQ	4	1	128.0
A1BI3WXOR5CTHQ	4	2	128.0
A1BI3WXOR5CTHQ	4	3	128.0
AMSUHCUTF1AAC	4	0	102.0
AMSUHCUTF1AAC	4	1	102.0
AMSUHCUTF1AAC	4	2	102.0
AMSUHCUTF1AAC	4	3	102.0
A1C57DJF1HCR3Q	4	0	106.0
A1C57DJF1HCR3Q	4	1	106.0
A1C57DJF1HCR3Q	4	2	106.0
A1C57DJF1HCR3Q	4	3	106.0
