A185AZCHDI3K4O	3	2	0.96
A185AZCHDI3K4O	3	3	0.96
A185AZCHDI3K4O	4	0	0.96
A185AZCHDI3K4O	4	1	0.98
A185AZCHDI3K4O	4	2	0.92
A185AZCHDI3K4O	4	3	0.94
A1LRJ2MQD4AMES	0	0	0.58
A1LRJ2MQD4AMES	0	1	0.6
A1LRJ2MQD4AMES	0	2	0.76
A1LRJ2MQD4AMES	0	3	0.66
A1LRJ2MQD4AMES	1	0	0.54
A1LRJ2MQD4AMES	1	1	0.58
A1LRJ2MQD4AMES	1	2	0.72
A1LRJ2MQD4AMES	1	3	0.72
A1LRJ2MQD4AMES	2	0	0.82
A1LRJ2MQD4AMES	2	1	0.74
A1LRJ2MQD4AMES	2	2	0.72
A1LRJ2MQD4AMES	2	3	0.82
A1LRJ2MQD4AMES	3	0	0.9
A1LRJ2MQD4AMES	3	1	0.78
A1LRJ2MQD4AMES	3	2	0.86
A1LRJ2MQD4AMES	3	3	0.88
A1LRJ2MQD4AMES	4	0	0.9
A1LRJ2MQD4AMES	4	1	0.88
A1LRJ2MQD4AMES	4	2	0.84
A1LRJ2MQD4AMES	4	3	0.86
A1BI3WXOR5CTHQ	0	0	0.48
A1BI3WXOR5CTHQ	0	1	0.48
A1BI3WXOR5CTHQ	0	2	0.62
A1BI3WXOR5CTHQ	0	3	0.52
A1BI3WXOR5CTHQ	1	0	0.5
A1BI3WXOR5CTHQ	1	1	0.72
A1BI3WXOR5CTHQ	1	2	0.68
A1BI3WXOR5CTHQ	1	3	0.72
A1BI3WXOR5CTHQ	2	0	0.58
A1BI3WXOR5CTHQ	2	1	0.66
A1BI3WXOR5CTHQ	2	2	0.6
A1BI3WXOR5CTHQ	2	3	0.78
A1BI3WXOR5CTHQ	3	0	0.66
A1BI3WXOR5CTHQ	3	1	0.62
A1BI3WXOR5CTHQ	3	2	0.72
A1BI3WXOR5CTHQ	3	3	0.62
A1BI3WXOR5CTHQ	4	0	0.72
A1BI3WXOR5CTHQ	4	1	0.66
A1BI3WXOR5CTHQ	4	2	0.7
A1BI3WXOR5CTHQ	4	3	0.76
ASTVV4I4O4S5X	0	0	0.56
ASTVV4I4O4S5X	0	1	0.44
ASTVV4I4O4S5X	0	2	0.58
ASTVV4I4O4S5X	0	3	0.5
ASTVV4I4O4S5X	1	0	0.48
ASTVV4I4O4S5X	1	1	0.44
ASTVV4I4O4S5X	1	2	0.62
ASTVV4I4O4S5X	1	3	0.46
ASTVV4I4O4S5X	2	0	0.5
ASTVV4I4O4S5X	2	1	0.52
ASTVV4I4O4S5X	2	2	0.48
ASTVV4I4O4S5X	2	3	0.74
ASTVV4I4O4S5X	3	0	0.66
ASTVV4I4O4S5X	3	1	0.54
ASTVV4I4O4S5X	3	2	0.68
ASTVV4I4O4S5X	3	3	0.52
ASTVV4I4O4S5X	4	0	0.56
ASTVV4I4O4S5X	4	1	0.54
ASTVV4I4O4S5X	4	2	0.62
ASTVV4I4O4S5X	4	3	0.58
A1C57DJF1HCR3Q	0	0	0.4
A1C57DJF1HCR3Q	0	1	0.8
A1C57DJF1HCR3Q	0	2	0.86
A1C57DJF1HCR3Q	0	3	0.82
A1C57DJF1HCR3Q	1	0	0.62
A1C57DJF1HCR3Q	1	1	0.7
A1C57DJF1HCR3Q	1	2	0.72
A1C57DJF1HCR3Q	1	3	0.82
A1C57DJF1HCR3Q	2	0	0.72
A1C57DJF1HCR3Q	2	1	0.94
A1C57DJF1HCR3Q	2	2	0.96
A1C57DJF1HCR3Q	2	3	1.0
A1C57DJF1HCR3Q	3	0	0.98
A1C57DJF1HCR3Q	3	1	0.98
A1C57DJF1HCR3Q	3	2	0.98
A1C57DJF1HCR3Q	3	3	0.98
A1C57DJF1HCR3Q	4	0	1.0
A1C57DJF1HCR3Q	4	1	1.0
A1C57DJF1HCR3Q	4	2	1.0
A1C57DJF1HCR3Q	4	3	1.0
